,year,state_code,state_name,municipal_code,municipal_name,asset_affected,crime_type,crime_subtype,modality,january,feburary,march,april,may,june,july,august,september,october,november,december,geo-id,population,total_crime
59310,2020,14,Jalisco,14101,Tonalá,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59321,2020,14,Jalisco,14101,Tonalá,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,5,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,14.0
59322,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,15,15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,47.0
59323,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,5.0
59324,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59325,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,3.0
59326,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,5.0
59328,2020,14,Jalisco,14101,Tonalá,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59329,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a casa habitación,Con violencia,3,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,14.0
59330,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a casa habitación,Sin violencia,37,30,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,93.0
59331,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,69,59,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,186.0
59332,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,25,24,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,70.0
59333,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,19,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,36.0
59334,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,16,12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,41.0
59338,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de autopartes,Sin violencia,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,12.0
59339,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a transportista,Con violencia,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,10.0
59341,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,62,72,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,188.0
59342,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,24,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,60.0
59351,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,3.0
59353,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a negocio,Con violencia,92,72,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,244.0
59354,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo a negocio,Sin violencia,14,17,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,56.0
59357,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59358,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59363,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Otros robos,Con violencia,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,12.0
59364,2020,14,Jalisco,14101,Tonalá,El patrimonio,Robo,Otros robos,Sin violencia,64,43,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,161.0
59365,2020,14,Jalisco,14101,Tonalá,El patrimonio,Fraude,Fraude,Fraude,19,21,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,60.0
59366,2020,14,Jalisco,14101,Tonalá,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,11,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,25.0
59367,2020,14,Jalisco,14101,Tonalá,El patrimonio,Extorsión,Extorsión,Extorsión,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,6.0
59368,2020,14,Jalisco,14101,Tonalá,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,19,35,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,88.0
59369,2020,14,Jalisco,14101,Tonalá,El patrimonio,Despojo,Despojo,Despojo,6,5,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,28.0
59371,2020,14,Jalisco,14101,Tonalá,La familia,Violencia familiar,Violencia familiar,Violencia familiar,69,84,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,242.0
59374,2020,14,Jalisco,14101,Tonalá,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,6,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,19.0
59375,2020,14,Jalisco,14101,Tonalá,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,1.0
59378,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,10,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,23.0
59379,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,71,62,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,197.0
59380,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,2.0
59383,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,5.0
59384,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,2.0
59385,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,5.0
59387,2020,14,Jalisco,14101,Tonalá,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,61,51,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,478689,178.0
59398,2015,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59399,2015,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,3.0
59419,2015,14,Jalisco,14102,Tonaya,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,5930,1.0
59428,2015,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101,5930,2.0
59429,2015,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,5930,1.0
59430,2015,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,1.0
59462,2015,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59463,2015,14,Jalisco,14102,Tonaya,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5930,1.0
59464,2015,14,Jalisco,14102,Tonaya,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5930,1.0
59466,2015,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,2.0
59467,2015,14,Jalisco,14102,Tonaya,El patrimonio,Despojo,Despojo,Despojo,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59472,2015,14,Jalisco,14102,Tonaya,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59478,2015,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59492,2016,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59497,2016,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59501,2016,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,3.0
59526,2016,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59559,2016,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Con violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59560,2016,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Sin violencia,0,1,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,101,5930,4.0
59564,2016,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,101,5930,8.0
59567,2016,14,Jalisco,14102,Tonaya,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,101,5930,3.0
59576,2016,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59579,2016,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59595,2017,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59599,2017,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59616,2017,14,Jalisco,14102,Tonaya,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59648,2017,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,5930,1.0
59658,2017,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,101,5930,3.0
59659,2017,14,Jalisco,14102,Tonaya,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59661,2017,14,Jalisco,14102,Tonaya,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59662,2017,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,101,5930,5.0
59663,2017,14,Jalisco,14102,Tonaya,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,1.0
59665,2017,14,Jalisco,14102,Tonaya,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59673,2017,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101,5930,1.0
59677,2017,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,101,5930,2.0
59681,2017,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,1.0
59682,2018,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59688,2018,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,2.0
59693,2018,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5930,2.0
59698,2018,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59722,2018,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59746,2018,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59748,2018,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de ganado,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59756,2018,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Sin violencia,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59757,2018,14,Jalisco,14102,Tonaya,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101,5930,1.0
59760,2018,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,5930,1.0
59761,2018,14,Jalisco,14102,Tonaya,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,101,5930,2.0
59771,2018,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5930,1.0
59777,2018,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,5930,2.0
59786,2019,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,5930,1.0
59791,2019,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59795,2019,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59811,2019,14,Jalisco,14102,Tonaya,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101,5930,1.0
59821,2019,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59824,2019,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59831,2019,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101,5930,1.0
59846,2019,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101,5930,1.0
59854,2019,14,Jalisco,14102,Tonaya,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,101,5930,2.0
59858,2019,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,5.0
59859,2019,14,Jalisco,14102,Tonaya,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101,5930,1.0
59861,2019,14,Jalisco,14102,Tonaya,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,101,5930,3.0
59864,2019,14,Jalisco,14102,Tonaya,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,101,5930,3.0
59869,2019,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,101,5930,5.0
59873,2019,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59877,2019,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101,5930,1.0
59878,2020,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59889,2020,14,Jalisco,14102,Tonaya,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59953,2020,14,Jalisco,14102,Tonaya,El patrimonio,Fraude,Fraude,Fraude,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59956,2020,14,Jalisco,14102,Tonaya,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,2.0
59962,2020,14,Jalisco,14102,Tonaya,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
59971,2020,14,Jalisco,14102,Tonaya,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5930,1.0
60051,2015,14,Jalisco,14103,Tonila,El patrimonio,Fraude,Fraude,Fraude,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60065,2015,14,Jalisco,14103,Tonila,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,7256,1.0
60077,2016,14,Jalisco,14103,Tonila,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60080,2016,14,Jalisco,14103,Tonila,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,102,7256,2.0
60085,2016,14,Jalisco,14103,Tonila,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102,7256,1.0
60089,2016,14,Jalisco,14103,Tonila,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,7256,1.0
60105,2016,14,Jalisco,14103,Tonila,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,7256,1.0
60106,2016,14,Jalisco,14103,Tonila,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102,7256,1.0
60116,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60123,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo a transportista,Con violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102,7256,2.0
60125,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60137,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60140,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7256,1.0
60146,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102,7256,1.0
60148,2016,14,Jalisco,14103,Tonila,El patrimonio,Robo,Otros robos,Sin violencia,1,0,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,102,7256,8.0
